Below Average,Above Average,94,94.4,Weak,Neutral,Neutral,Very Weak,Involved Families
Below Average,Average,96.3,96.1,Neutral,Not Enough Data,Strong,Not Enough Data,Collaborative Teachers
Far Below Average,Average,96.7,96.4,Neutral,Neutral,Neutral,Neutral,Safety
Below Average,Average,95.9,95.2,Neutral,Neutral,Strong,Neutral,Supportive Environment
Average,Above Average,95.6,95,Strong,Weak,Very Strong,Neutral,Supportive Environment
Above Average,Far Above Average,95.9,96.1,Strong,Neutral,Strong,Strong,Supportive Environment
Far Below Average,Far Below Average,94.7,94.5,Weak,Weak,Weak,Weak,Collaborative Teachers
Far Below Average,Above Average,98.1,97.7,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Safety
Far Below Average,Above Average,94.8,94.9,Not Enough Data,Very Strong,Not Enough Data,Strong,Collaborative Teachers
Far Below Average,Average,95.6,96.5,Not Enough Data,Neutral,Not Enough Data,Neutral,Collaborative Teachers
Far Above Average,Above Average,95.3,95.3,Strong,Strong,Strong,Very Strong,Collaborative Teachers
Below Average,Far Above Average,96.8,96.7,Neutral,Strong,Strong,Neutral,Safety
Below Average,Above Average,96.3,96.6,Weak,Neutral,Very Weak,Neutral,Collaborative Teachers
Above Average,Average,96.5,96,Strong,Not Enough Data,Strong,Not Enough Data,Safety
Above Average,Far Above Average,95.9,95.8,Neutral,Neutral,Weak,Strong,Supportive Environment
Average,Far Above Average,94.6,95.6,Weak,Weak,Neutral,Weak,Supportive Environment
Above Average,Above Average,97.4,96.7,Very Strong,Very Strong,Neutral,Very Strong,Collaborative Teachers
Average,Above Average,95.4,95,Weak,Neutral,Very Weak,Neutral,Involved Families
Below Average,Above Average,96.8,96.1,Strong,Not Enough Data,Strong,Not Enough Data,Safety
Above Average,Above Average,96,96.7,Neutral,Neutral,Neutral,Strong,Collaborative Teachers
Below Average,Above Average,96.5,96.7,Not Enough Data,Weak,Not Enough Data,Weak,Collaborative Teachers
Far Above Average,Above Average,97.2,95.6,Strong,Weak,Weak,Very Strong,Collaborative Teachers
Below Average,Above Average,97.1,97.2,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Safety
Average,Above Average,96.3,96.6,Not Enough Data,Neutral,Not Enough Data,Neutral,Collaborative Teachers
Above Average,Above Average,96.2,95.9,Strong,Strong,Strong,Strong,Safety
Below Average,Average,96.3,96.4,Not Enough Data,Neutral,Not Enough Data,Neutral,Involved Families
Far Above Average,Far Above Average,96,94.9,Strong,Strong,Strong,Strong,Safety
Below Average,Above Average,95.1,92.9,Neutral,Neutral,Neutral,Weak,Safety
Average,Above Average,95.7,94.3,Not Enough Data,Weak,Not Enough Data,Weak,Collaborative Teachers
Far Below Average,Average,95.1,95.3,Not Enough Data,Neutral,Not Enough Data,Weak,Collaborative Teachers
Far Below Average,Above Average,95.3,95.9,Weak,Neutral,Neutral,Weak,Involved Families
Above Average,Far Above Average,97,96.4,Strong,Neutral,Strong,Neutral,Supportive Environment
Average,Far Above Average,94.6,95.5,Very Weak,Strong,Weak,Neutral,Involved Families
Far Below Average,Average,95.2,95.2,Not Enough Data,Weak,Not Enough Data,Neutral,Safety
Far Below Average,Average,95.1,95.9,Neutral,Neutral,Very Strong,Weak,Supportive Environment
Far Below Average,Below Average,94.8,94.5,Weak,Weak,Weak,Neutral,Collaborative Teachers
Far Below Average,Average,94.8,95.6,Neutral,Neutral,Weak,Weak,Safety
Far Above Average,Far Above Average,96.1,96.5,Very Strong,Very Strong,Very Strong,Very Strong,Indo bem
Average,Average,96.3,95.9,Strong,Neutral,Neutral,Strong,Collaborative Teachers
Far Below Average,Below Average,94.6,95.5,Weak,Weak,Neutral,Neutral,Supportive Environment
Below Average,Average,95.8,96.6,Neutral,Neutral,Strong,Neutral,Supportive Environment
Above Average,Above Average,97,97.6,Not Enough Data,Neutral,Not Enough Data,Strong,Collaborative Teachers
Average,Average,94.8,95.3,Neutral,Neutral,Weak,Strong,Collaborative Teachers
Far Below Average,Below Average,94.9,94.1,Not Enough Data,Neutral,Not Enough Data,Weak,Collaborative Teachers
Below Average,Above Average,95.8,96.3,Not Enough Data,Weak,Not Enough Data,Neutral,Collaborative Teachers
Above Average,Above Average,95.8,96.3,Strong,Neutral,Strong,Strong,Supportive Environment
Below Average,Average,96,96.7,Not Enough Data,Strong,Not Enough Data,Strong,Involved Families
Average,Average,95.9,96.1,Not Enough Data,Neutral,Not Enough Data,Neutral,Involved Families
Above Average,Far Above Average,96.2,95.1,Neutral,Neutral,Neutral,Neutral,Supportive Environment
Average,Above Average,95.7,95.9,Weak,Neutral,Neutral,Neutral,Involved Families
Far Below Average,Average,93.9,95.3,Weak,Strong,Neutral,Weak,Safety
Far Below Average,Average,96.7,97.4,Neutral,Weak,Neutral,Weak,Safety
Far Below Average,Average,95.4,94.7,Weak,Neutral,Neutral,Weak,Safety
Average,Far Above Average,97.1,97.4,Strong,Strong,Strong,Strong,Safety
Below Average,Above Average,95.5,95.7,Strong,Strong,Very Strong,Neutral,Involved Families
Below Average,Above Average,97.4,97.5,Neutral,Neutral,Neutral,Neutral,Safety
Below Average,Above Average,95.3,94.4,Neutral,Neutral,Neutral,Neutral,Collaborative Teachers
Above Average,Above Average,96,95.8,Neutral,Neutral,Neutral,Strong,Collaborative Teachers
Below Average,Far Above Average,94.7,94.7,Not Enough Data,Weak,Not Enough Data,Weak,Collaborative Teachers
Above Average,Above Average,96.2,96,Not Enough Data,Neutral,Not Enough Data,Very Strong,Indo bem
Far Below Average,Below Average,95.9,94.5,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Safety
Average,Above Average,97.8,97.1,Strong,Neutral,Strong,Strong,Collaborative Teachers
Average,Above Average,95.9,95.5,Neutral,Neutral,Weak,Neutral,Supportive Environment
Far Below Average,Average,95.3,94.5,Weak,Weak,Weak,Weak,Safety
Below Average,Above Average,95.9,95.5,Neutral,Strong,Weak,Neutral,Collaborative Teachers
Below Average,Average,96.5,96,Not Enough Data,Weak,Not Enough Data,Neutral,Involved Families
Above Average,Above Average,95.6,94.6,Strong,Neutral,Strong,Strong,Supportive Environment
Far Below Average,Below Average,97,95,Not Enough Data,Weak,Not Enough Data,Weak,Collaborative Teachers
Below Average,Average,96,94.9,Not Enough Data,Neutral,Not Enough Data,Weak,Collaborative Teachers
Average,Average,94.7,95.4,Neutral,Weak,Neutral,Neutral,Safety
Average,Above Average,95.8,97.1,Strong,Neutral,Strong,Strong,Supportive Environment
Far Below Average,Below Average,93.4,94.5,Not Enough Data,Strong,Not Enough Data,Weak,Involved Families
Far Below Average,Average,94.3,95.1,Neutral,Weak,Neutral,Neutral,Safety
Far Below Average,Below Average,94.9,95.3,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Safety
Below Average,Above Average,96,96.7,Weak,Strong,Neutral,Strong,Safety
Above Average,Above Average,95.4,96.5,Strong,Strong,Strong,Strong,Collaborative Teachers
Below Average,Above Average,95,95.3,Weak,Weak,Weak,Neutral,Supportive Environment
Average,Above Average,96.9,97.2,Strong,Strong,Strong,Strong,Safety
Above Average,Above Average,96.4,96.7,Not Enough Data,Strong,Not Enough Data,Strong,Collaborative Teachers
Far Below Average,Average,95.5,95.7,Neutral,Neutral,Neutral,Weak,Safety
Far Above Average,Far Above Average,96.6,96.1,Neutral,Very Strong,Neutral,Neutral,Collaborative Teachers
Below Average,Average,94.5,94.2,Neutral,Neutral,Very Weak,Weak,Collaborative Teachers
Average,Above Average,96.9,97.3,Not Enough Data,Neutral,Not Enough Data,Neutral,Collaborative Teachers
